Serial Number,Attribution,SAP Claim No,Commodity,Decision
R2M31638,,24896475.0,BOD,
R2K12118,,24902768.0,ELC,
R2M29661,,24902770.0,BOD,
R2K43014,,24905558.0,IFT,
R2K47456,,24905877.0,BOD,
R2M39153,,24907855.0,BOD,
R2K45659,,24908260.0,IFT,
R2J37767,,24909545.0,BOD,
R2M35952,,24910421.0,ELC,
R2K49143,,24916910.0,BOD,
R2L20457,,24921322.0,ELC,
R2G13782,,24922634.0,BOD,
R2L26644,,24923864.0,FUE,
R2J34397,,24925888.0,ELC,
R2H30378,,24932551.0,ELC,
R2L18429,,24935157.0,ELC,
R2M31341,,24936959.0,ELC,
R2L23757,,24937989.0,BOD,
R2M37912,,24942690.0,ELC,
R2M37912,,24942690.0,ELC,
R2K12206,,24944384.0,ELC,
R2L20706,,24945832.0,ELC,
S2A12489,,24946582.0,ELC,
R2J33338,,24949363.0,ELC,
R2K44899,,24949913.0,IFT,
R2M37507,,24955560.0,BOD,
R2L17242,,24959562.0,IFT,
R2L27421,,24960018.0,TRA,
R2M30138,,24965697.0,ELC,
R2L26128,,24965901.0,ELC,
R2K11810,,24973260.0,IFT,
R2L17679,,24976687.0,BOD,
R2M31638,,24986739.0,BOD,
R2L20525,,24988844.0,ELC,
R2L20525,,24988844.0,ELC,
S2A11005,,24994115.0,ELC,
R2K48256,,25021207.0,BOD,
R2M32523,,25031109.0,ELC,
R2J32562,,24618795.0,SAF,
R2K47900,,24828950.0,CLN,
R2H23055,,24873508.0,ELC,
R2H25833,,24883818.0,BOD,
R2H25576,,24903999.0,IFT,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J40713,,24936900.0,BOD,
R2J41627,,24938851.0,IFT,
R2H23419,,24939042.0,ELC,
R2H22881,,24941475.0,BOD,
R2M36881,,24942349.0,ELC,
R2H22954,,24956257.0,BOD,
R2L25637,,24961529.0,IFT,
R2J35348,,24965582.0,ELC,
R2H26344,,24970025.0,BOD,
R2J32965,,24970445.0,BOD,
R2K44276,,24973028.0,BOD,
R2M36101,,24977230.0,IFT,
R2K13693,,24983486.0,FUE,
R2M32680,,24987233.0,BOD,
R2K43132,,24989658.0,BOD,
R2K43132,,24989658.0,BOD,
R2K43132,,24989658.0,BOD,
R2L22306,,25002299.0,ELC,
R2J36451,,25007320.0,IFT,
R2L22293,,25025309.0,BOD,
R2K48734,,25026043.0,BRK,
R2M29486,,25039770.0,ELC,
R2M34980,,25040674.0,BOD,
R2M33534,,25049232.0,BOD,
R2M33534,,25049232.0,BOD,
R2H21163,,25063387.0,ELC,
R2L22890,,25064080.0,ELC,
R2J37596,,25065402.0,IFT,
R2J37596,,25065402.0,IFT,
R2L27746,,25079028.0,ELC,
R2L27773,PSC - DAMAGED,25086113.0,ELC,
S2A11058,,25086909.0,SAF,
S2A14104,,25088851.0,ELC,
R2M35476,,25104257.0,ELC,
R2M37993,,25105720.0,ELC,
S2A12448,,25121524.0,BOD,
S2A12448,,25121524.0,BOD,
R2K46830,,24718484.0,ELC,
R2L22246,,24880122.0,BOD,
R2K43005,,24912627.0,BOD,
R2H27996,,24920600.0,BOD,
R2K14916,,24947163.0,ELC,
R2L18881,,24952911.0,WHT,
R2H30088,,24956136.0,IFT,
R2L20731,,24959406.0,IFT,
R2G17893,,24960255.0,IFT,
R2J35464,,24960256.0,IFT,
R2J40814,,24962989.0,BOD,
R2L23377,,24984395.0,FUE,
R2K46648,,24992845.0,EXH,
R2M31219,,25012019.0,ELC,
R2K15918,,25012022.0,ELC,
R2K15918,,25012023.0,ELC,
R2K14452,,25021152.0,ELC,
R2H28133,,25021263.0,BOD,
R2H29866,,25021386.0,IFT,
R2H19099,,25023660.0,IFT,
R2K48384,,25029432.0,BOD,
R2K48384,,25029432.0,BOD,
R2K48384,,25029432.0,BOD,
R2K48384,,25029432.0,BOD,
S2A15280,,25032968.0,ELC,
S2A10071,,25040336.0,ELC,
R2K13525,,25040494.0,BRK,
R2K11650,,25047592.0,ELC,
R2K45821,,25049544.0,BOD,
R2M30372,,25052744.0,FUE,
R2K46667,,25054739.0,BOD,
R2J34848,,25059189.0,HVA,
R2L27547,,25064823.0,BOD,
R2M31304,,25072062.0,IFT,
R2M38155,,25078243.0,BOD,
R2J40291,,25080717.0,BOD,
R2J34275,,25085526.0,HVA,
R2M38048,,25097969.0,STG,
R2M36349,,25098324.0,IFT,
R2J40976,,25105100.0,ELC,
S2A15997,,25131813.0,ELC,
R2M29404,,25133475.0,ELC,
R2M35470,,25141605.0,ELC,
R2K44115,,25142209.0,ELC,
R2H23754,,25142314.0,BOD,
S2A18188,,25145998.0,ELC,
R2J41006,,25148940.0,BOD,
S2A22413,,25154083.0,BOD,
R2K48120,,25166158.0,BOD,
R2K10690,,25175585.0,ELC,
R2L18946,,25185904.0,ENG,
R2L18946,,25185904.0,ENG,
R2M33210,,25224171.0,BOD,
