Concern Report Date,Part No,Vendor Name,Concern Description,Vehicle Model,Qty. Reported,Initial Analysis & Reason for Attributio,Reason for ICA Not Possible,ICA Details at M&M,ICA Failure,Segregation Qty,OK Qty,Rejection(BLock)Qty (344 and 350 Mvt),Scarp Qty(951 and 551 Mvt),Rework Qty,Deviation Qty,Line Loss,Yard Hold,ESQA Entry Required,Justification for ESQA Not Required,ESQA Number
2025-06-07,1701AW500111N,LUMAX INDUSTRIES LIMITED,Traceability not Done,THAR ROXX,1,RH Sticker Pasted On LH Side.,,ICA Started By Visually Checking.,N,0,0,0,0,0,0,N,N,Y,,
2025-06-05,0114DW500391N,MINDA VAST ACCESS SYSTEMS,Excess gap on RH front door to outer handle,THAR ROXX,1,Handle found difective,,visually,N,160,159,1,0,0,0,N,N,Y,,2014135896.0
2025-06-06,0101EW503850N,ANANDJI HARIDAS AND-CO MPANY,Dent Mark Observed at Rh Upper Corner near Locking Pin Area,THAR ROXX,1,Dent Mark Observed at Rh Upper Corner near Locking Pin Area,,ICA Started By Checking Visually,N,350,348,0,0,2,0,N,N,Y,,2014135822.0
2025-06-10,2301FW501560N,IAC INTERNATIONAL AUTOMOTIVE INDIA,Console Fitment Not Possible,THAR ROXX,1,AC Duct Mounting BIW  Bracket Bend Due to Console Not Alighn,,,,0,0,0,0,0,0,N,N,N,,
2025-06-06,0609CAB01520N,SLIDEWELL MEILLEUR TECH,Bolt Slip While Torquing,THAR ROXX,1,Part Ok As per Drawing,,,,0,0,0,0,0,0,N,N,N,,
2025-06-06,0401EBB01521N,NHK SPRING INDIA LTD.,Stab Bar link Bend,THAR ROXX,1,Damage Case Not Part Quality issue,,,,0,0,0,0,0,0,N,N,N,,
2025-06-06,0401BDG02260N,SHARDA MOTOR INDUSTRIES,Upper link Bush Came Out,THAR ROXX,1,Upper link Bush Came Out,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-04,2302EW500991N,MOTHERSON AUTOMOTIVE,Bracket Fitment Not Possible,THAR ROXX,1,"Short Moulding on bracket,",,Visually checking,N,190,189,1,0,0,0,N,N,Y,,2014135864.0
2025-06-10,2301AW502470D,IAC INTERNATIONAL AUTOMOTIVE INDIA,Not Lock LH AC Vent.,THAR ROXX,1,Not Lock LH AC Vent.,,ICA Started By Visual Checking,N,0,0,0,0,0,0,N,N,N,,
2025-06-10,2401AW500621A,MSKH SEATING SYSTEMS INDIA,Came out Lug On Driver seat.,THAR ROXX,1,Seat Lug Mismatch With Mounting.,,ICA Started By Visual Checking,N,0,0,0,0,0,0,N,N,Y,,
2025-06-07,0107BW500701N,GOLD SEAL SAARGUMMI INDIA,Blade found inside seal,THAR ROXX,1,Blade found inside seal,,Visually check,N,400,399,0,0,1,0,N,N,Y,,2014135827.0
2025-06-06,0107BW500711N,GOLD SEAL SAARGUMMI INDIA,Fr LH Door Seal Hole Mismatch,THAR ROXX,1,Seal length Hole Position Mismatch.,,Manually check,N,167,144,23,0,0,0,N,N,Y,,2014136050.0
2025-06-07,0002AAW00011N,S.D.ENGINEERSTECH PRIVATE,Introduction Sticker Poor Pasting,THAR ROXX,1,Introduction Sticker Poor Pasting,,Visually check,N,160,89,0,0,2,0,N,N,Y,,2014132476.0
2025-06-05,0401DBB00821N,ILJIN GLOBAL INDIA,WSS Sensor Fitment Not Possible.,THAR ROXX,1,Inner Hub Plate Dislocate,,visually check,N,20,19,0,0,1,0,N,N,Y,,2014135934.0
2025-06-11,0101BW503900N,SANJYOT METAL INDUSTRIES,M6 Nut Missing.,THAR ROXX,1,M6 Nut Missing.,,100% Part Inspection.,N,160,159,0,0,1,0,N,N,Y,,2014135924.0
2025-06-04,2303BW501690A,Varroc Engineering Ltd,Trim Pad Brand Plate Both Screw Missing,THAR ROXX,1,No Screw Impression On Trim Pad .,,Visually check,N,65,64,1,0,0,0,N,N,Y,,2014135954.0
2025-06-13,2401AW500821C,MSKH SEATING SYSTEMS INDIA,Backrest Stuck While Reclining,THAR ROXX,1,Seat Found Defective,,Manually check,N,40,39,1,0,0,0,N,N,Y,,2014136017.0
2025-06-14,0401BBB02800N,SHARDA MOTOR INDUSTRIES,ABS Sensor Clipping Not Possible,THAR ROXX,1,UCA Mounting Clip Hole Shift,,Visually check,N,85,83,0,0,2,0,N,N,Y,,2014136019.0
2025-06-11,1701AW500101N,LUMAX INDUSTRIES LIMITED,DRL Inoperative,THAR ROXX,1,Headlamp found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014126053.0
2025-06-12,2401AW500691C,MSKH SEATING SYSTEMS INDIA,Air Bag Lamp ON,THAR ROXX,1,Seat Found Defective,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-10,0404AAA70000N,WHEELS INDIA LIMITED,TPMS Indicationtell tell  Show In Cluster,THAR ROXX,1,TPMS Indicationtell tell  Show In Cluster,,,N,0,0,0,0,0,0,N,N,N,,
2025-06-16,1203CW500081N,MAHLE ANAND THERMAL SYSTEMS,Abnormal noise while changing AC face mode to foot mode,THAR ROXX,1,HVAC found not ok,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136066.0
2025-06-16,0401BDG02260N,INNOVA RUBBERS PRIVATE LIMITED,Upper link Bush Came Out,THAR ROXX,1,Upper link Bush Came Out,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,N,For Analysis purpose,
2025-06-17,0101DW501730N,TRIKAYA COATINGS PVT LTD,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,THAR ROXX,1,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,,100% Part Inspection.,N,2800,2797,0,0,3,0,N,N,Y,,2014136120.0
2025-06-14,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Traceability Not possible.,THAR ROXX,1,Wrong sticker pasted,,Visually check,N,75,72,0,0,3,0,N,N,Y,,2014134692.0
2025-06-13,2302AW502070N,PLASTIC OMNIUM AUTO EXTERIORS,Poor appearance on Front Bumper At RH Side,THAR ROXX,1,Damage Part Not Part Quality issue.,,,,0,0,0,0,0,0,N,N,N,,
2025-06-07,0107BW500581N,GOLD SEAL SAARGUMMI INDIA,Body seal fitment not possible.,THAR ROXX,1,exausion bulbbing mark on bulb beading.,,Visually check,N,102,101,1,0,0,0,N,N,Y,,2014132492.0
2025-06-14,2402AW500281B,MSKH SEATING SYSTEMS INDIA,Bubble on 60% seat Middle side.,THAR ROXX,1,Bubble on 60% seat Middle side.,,ICA Started By Visual Checking.,N,0,0,0,0,0,0,N,N,Y,,
2025-06-17,0101EW505470N,DG CORPORATION PRIVATE LIMITED,Applique Bracket One Stud Missing Observed,THAR ROXX,1,Applique Bracket One Stud Missing Observed,,ICA Started By Visually Checking,N,415,414,0,0,1,0,N,N,Y,,2014133816.0
2025-06-16,0401BDG02260N,INNOVA RUBBERS PRIVATE LIMITED,Upper link Bush Came Out,THAR ROXX,1,Upper link Bush Came Out,Part level ICA not possible,,N,0,0,0,0,0,0,N,N,Y,,2014136038.0
2025-06-11,2303CW504671N,GRUPO ANTOLIN INDIA PVT LTD,Not Lock LH RR Speaker Cover.,THAR ROXX,1,Not Lock LH RR Speaker Cover.,,,N,0,0,0,0,0,0,N,N,,,
2025-06-13,2402AW500281B,MSKH SEATING SYSTEMS INDIA,40% Seat Strip Came out RR Side,THAR ROXX,1,Matchmarking Found on part not Part quality issue,,,,0,0,0,0,0,0,N,N,N,,
2025-06-17,0101BW502610N,SHARDA MOTOR INDUSTRIES,Part Fitment Issue On Fixture.,THAR ROXX,1,Spot Burr Obsd In PLP Hole.,,ICA Started By Visual Checking.,N,240,238,0,0,2,0,N,N,Y,,2014136173.0
2025-06-12,2302BW500870N,PLASTIC OMNIUM AUTO EXTERIORS,Registration Lamp came out RH Side.,THAR ROXX,1,Not part quality related concern.,,,,0,0,0,0,0,0,N,N,N,,
2025-06-16,2303CW504671N,GRUPO ANTOLIN INDIA PVT LTD,Wrinkle Roof Liner Near RH Sunvisor Side.,THAR ROXX,1,Not Part quality issue,,,,0,0,0,0,0,0,N,N,N,,
2025-06-14,0401BBB02800N,SHARDA MOTOR INDUSTRIES,ABS Sensor Clipping Not Possible,THAR ROXX,1,UCA Mounting Clip Hole Shift.,,ICA Started By Visual Cheking.,N,0,0,0,0,0,0,N,N,Y,,
2025-06-13,0116AG0671N,LUCAS TVS LIMITED,Wiper fouling with A pillar,THAR ROXX,1,Driver side wiper arm fouling to A pillar glass seal,,,N,0,0,0,0,0,0,N,N,,,
2025-06-14,0117BZ100011G,GOLDE PUNE AUTOMOTIVE INDIA,Abnormal noise while closing sunroof,THAR ROXX,1,"Loose part inside sunroof found,Not part quality Related Concern.",,,,0,0,0,0,0,0,N,N,N,,
2025-06-14,2401AW500701C,MSKH SEATING SYSTEMS INDIA,Traceability Not possible.,THAR ROXX,1,Driver Seat Sticker pasted On Co-driver Seat.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-20,0116CW500291N,PRABHA ENGINEERING PVT LTD,Washer Bottle Motor Inoperative.,THAR ROXX,1,Motor Found Defective.,part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136236.0
2025-06-13,0501AAA05591N,MSL DRIVELINE SYSTEMS LIMITED,Identification Sticker Missing,THAR ROXX,1,Need To Check Drawing Identification Sticker.,,,N,0,0,0,0,0,0,N,N,,,
2025-06-14,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Traceability Not possible.,THAR ROXX,1,3D Thar Sticker Pasted On Thar Roxx Seat.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-16,2303BW502061A,Varroc Engineering Ltd,Window  Up Down Inoperative,THAR ROXX,1,Wire Trap Inside Screw on Trimpad.,,,,0,0,0,0,0,0,N,N,N,,
2025-06-13,2401AW500821C,MSKH SEATING SYSTEMS INDIA,Stuck Co -Driver Seat While Recliner,THAR ROXX,1,Seat Found Defective.,,ICA Started by manual Checking,N,0,0,0,0,0,0,N,N,Y,,
2025-06-13,1701AW500101N,LUMAX INDUSTRIES LIMITED,RH Head lamp Aiming Inoperative,THAR ROXX,1,"Pin Backout , Wiring Pin Found In Shear Condition",,,,0,0,0,0,0,0,N,N,N,,
2025-06-16,1105BAA02271N,MARQUARDT INDIA PVT LTD.,Vehicle Not able Start,THAR ROXX,1,Electrical Steering column lock found defective,,,,0,0,0,0,0,0,N,N,N,,
2025-06-16,1701AW500091N,LUMAX INDUSTRIES LIMITED,Headlamp Connection Not Done,THAR ROXX,1,Broken Case Not Part Quality issue,,,,0,0,0,0,0,0,N,N,N,,
2025-06-17,0111CW500140N,ASAHI  INDIA GLASS  LTD,Glass Logo On Wrong Location,THAR ROXX,1,LH Side Logo Printed  On RH Glass.,,ICA Started By Visual Checking,N,90,89,1,0,0,0,N,N,Y,,2014136261.0
2025-06-14,2302EW501301N,MOTHERSON AUTOMOTIVE,Water spreding angle not ok,THAR ROXX,1,Rear wiper Water spreding angle not ok,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-17,2302CW503501B,SJS DECOPLAST PRIVATE LIMITED,Paint uncover,THAR ROXX,1,Paint Uncover .,,ICA Started By visual Checking,N,200,199,1,0,0,0,N,N,Y,,2014136416.0
2025-06-17,1702BAA01841N,UNO MINDA LIMITED,OHC button not functioning in properly,THAR ROXX,1,OHC Button Found Damage.,,,,0,0,0,0,0,0,N,N,N,,
2025-06-19,0103AW502330N,MAHINDRA ACCELO LIMITED,Damage Mark & Poor Rework On Door,THAR ROXX,1,Damage Mark & Poor Rework On Door,,ICA Started By Checking Visually,N,370,274,90,0,6,0,N,N,Y,,2014136109.0
2025-06-19,0601DAA00231N,BOSCH CHASSIS SYSTEMS INDIA,Break Hard,THAR ROXX,1,Need To check Part To be further Analysis.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-19,0702BAJ01200N,NORMA GROUP PRODUCTS INDIA,AOC Pipe stud Orientation Wrong.,THAR ROXX,1,AOC Pipe stud Orientation Wrong.,,ICA Started By Visual Checking.,N,0,0,0,0,0,0,N,N,Y,,
2025-06-10,2401AW500621A,MSKH SEATING SYSTEMS INDIA,Lug Came out On Driver seat.,THAR ROXX,1,Lug Came out On Driver seat.,,visually check,N,21,20,0,0,1,0,N,N,Y,,2014136164.0
2025-06-20,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE,Line Mark On Display,THAR ROXX,1,Suspected Audio Found Defective.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-19,0601DAA00231N,BOSCH CHASSIS SYSTEMS INDIA,Break Hard,THAR ROXX,1,Need To check Part To be further Analysis.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-18,0103AW501150N,MAHINDRA ACCELO LIMITED,Door Crack Observd On Bottom seal Mounting Hole Area,THAR ROXX,1,Door Crack Observd On Bottom seal Mounting Hole Area,,ICA Started By Visually Checking,N,410,409,0,0,0,0,N,N,Y,,2014136267.0
2025-06-19,0702BAJ01200N,NORMA GROUP PRODUCTS INDIA,AOC Pipe stud Orientation Wrong.,THAR ROXX,1,AOC Pipe stud Orientation Wrong.,,visually check,N,70,69,0,0,1,0,N,N,Y,,2014136270.0
2025-06-19,0601DAA00231N,BOSCH CHASSIS SYSTEMS INDIA,Break Hard,THAR ROXX,1,Need To check Part To be further Analysis.,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-19,2304AW500440N,UKAY METAL INDUSTRIES PVT.,Blade found on the sticky strap,THAR ROXX,1,Blade found on the sticky strap,,Visually check,N,140,139,1,0,0,0,N,N,Y,,2014136198.0
2025-06-21,SF0318030,RIGHT TIGHT FASTNERS PVT LTD,Bolt brokage.,THAR ROXX,1,Bolt brokage. Part to be sent for analysis.,Part level ICA not possible.,,N,0,0,6551,0,0,0,N,N,N,Part to be sent for analysis.,
2025-06-16,0401BDG02260N,SHARDA MOTOR INDUSTRIES,Upper link Bush Came Out,THAR ROXX,1,Upper link Bush Came Out,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,N,for analysis purpose,
2025-06-21,0603AAB00821N,BOSCH CHASSIS SYSTEMS INDIA,Master celender pressure sensior failuar,THAR ROXX,1,Part found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136297.0
2025-06-20,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE,Line Mark On Display,THAR ROXX,1,Audio Found Defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136239.0
2025-06-19,0601DAA00241N,BOSCH CHASSIS SYSTEMS INDIA,Braking found hard while operating,THAR ROXX,1,Vaccum leakage part foun defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136332.0
2025-06-19,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE,Audio touch screen not working properly,THAR ROXX,1,Audio Found Defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136238.0
2025-06-19,0114DW500401N,MINDA VAST ACCESS SYSTEMS,Barcode sticker wrong,THAR ROXX,1,wrong sticker pested on Handle.,,Visually check,N,70,69,0,0,1,0,N,N,Y,,2014136308.0
2025-06-23,0101DW501730N,TRIKAYA COATINGS PVT LTD,One M6 Nut Welded On Wrong Location,THAR ROXX,1,One M6 Nut Welded On Wrong Location. Welded On Locating Hole Surface.,,100% Part Inspection.,N,0,0,1,0,0,0,N,N,Y,,2014136277.0
2025-06-23,0101DW501730N,TRIKAYA COATINGS PVT LTD,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,THAR ROXX,1,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,,100% Part Inspection.,N,0,0,0,0,0,0,N,N,Y,,2014136344.0
2025-06-25,0102BW500040N,CIE AUTOMOTIVE INDIA LIMITED,Ding mark Observed On Part At Multiple Location,THAR ROXX,1,Ding mark Observed On Part At Multiple Location,,ICA Started By Checking Visually,N,53,52,0,0,1,0,N,N,Y,,2014136442.0
2025-06-23,0101DW501720N,TRIKAYA COATINGS PVT LTD,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,THAR ROXX,1,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,,100% Part Inspection.,N,2500,2499,0,0,1,0,N,N,Y,,2014136392.0
2025-06-23,0101DW501730N,TRIKAYA COATINGS PVT LTD,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,THAR ROXX,1,Part Locating Issue On Fixture. Due To Weld Nut Lug Overlap With Locating Hole.,,ICA Started By Visual Checking.,N,2500,2499,0,0,1,0,N,N,Y,,2014136120.0
2025-06-24,0101EW503350N,VICTORA INDUSTRIES PRIVATE,HGE Top Reinforcement Bracket Missing.,THAR ROXX,1,HGE Top Reinforcement Bracket Missing.,,100% Part Inspection.,N,140,139,1,0,0,0,N,N,Y,,2014136376.0
2025-06-20,1312BW500111A,SENSORTEC INNOVATION INDIA,R Pass Inoperative,THAR ROXX,1,Sensor found defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014126534.0
2025-06-14,2402AW500281B,MSKH SEATING SYSTEMS INDIA,Bubble on 60% seat Middle side.,THAR ROXX,1,Bubble on 60% seat Middle side.,,Visually check,N,22,21,0,0,1,0,N,N,Y,,2014133198.0
2025-06-16,1805AW500191N,INTERFACE MICRO SYSTEMS,HMSL not working,THAR ROXX,1,MBFM Not working properly,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136411.0
2025-06-21,2302AW502070N,PLASTIC OMNIUM AUTO EXTERIORS,FRM Flashing Not possible,THAR ROXX,1,FRM Flashing Not possible,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,N,For Analysis Purpose,
2025-06-21,0114GW500021N,MINDA VAST ACCESS SYSTEMS,Fuel Flap Not Open,THAR ROXX,1,Fuel Flap actuator not working,Part level ica not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136395.0
2025-06-16,1805AW500191N,INTERFACE MICRO SYSTEMS,HMSL not working,THAR ROXX,1,MBFM Not working properly,Part level ICA not possible,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-23,0117BZ100011A,GOLDE PUNE AUTOMOTIVE INDIA,Abnormal noise while operating sunroof,THAR ROXX,1,Abnormal noise while operating sunroof,Part level ICA not possible,,N,0,0,1,0,1,0,N,N,Y,,2014136413.0
2025-06-23,0102AW502450N,ALF ENGINEERING PVT LTD,Fender Mtg bracket One M6 Nut Wrong Welded. M8 Nut Welded Instead Of M6,THAR ROXX,1,Fender Mtg bracket One M6 Nut Wrong Welded. M8 Nut Welded Instead Of M6,,ICA Started By Checking Visually,N,120,119,0,0,1,0,N,N,Y,,2014136396.0
2025-06-26,1701AW500091N,LUMAX INDUSTRIES LIMITED,Auto Aiming not proper,THAR ROXX,1,Part found loose inside Headlamp,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136497.0
2025-06-10,0114DZ100831N,ITW INDIA PRIVATE LIMITED,Latch fitment not possible.,THAR ROXX,1,handle found defective.,,Visually check,N,20,19,0,0,1,0,N,N,Y,,2014136498.0
2025-06-25,1805AW600981N,BOSCH LTD,Knocking Sound from engine,THAR ROXX,1,ECU found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136468.0
2025-06-24,2303CW503591B,GRUPO ANTOLIN INDIA PVT LTD,RH  Sunvisor Sagging,THAR ROXX,1,Excess gap found between Sunvisor and roof liner,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136475.0
2025-06-25,0401DBB00881N,ILJIN GLOBAL INDIA,ABS Lamp On in cluster,THAR ROXX,1,Wheel Hub Found defective.,Part level ICA not possible,,N,0,0,0,0,1,0,N,N,Y,,2014130281.0
2025-06-23,2303CZ101841N,UNO MINDA LIMITED LIGHTING,Goggle case not lock properly.,THAR ROXX,1,Goggle case not lock properly.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136522.0
2025-06-26,1701AW500101N,LUMAX INDUSTRIES LIMITED,Shade variation in Headlamp DRL,THAR ROXX,1,Yellowish illumination as compared to LH DRL,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132278.0
2025-06-26,1701AW500091N,LUMAX INDUSTRIES LIMITED,Auto Aiming not proper,THAR ROXX,1,Part found loose inside Headlamp,,,N,0,0,0,0,0,0,N,N,Y,,
2025-06-25,1312AW500020N,NIPPON AUDIOTRONIX PRIVATE,Dirt found inside the RVC camera,THAR ROXX,1,Dirt found inside the RVC camera,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136594.0
2025-06-25,0502AAA13650N,AUTOMECH,ABS Lamp on in Cluster,THAR ROXX,1,Wheel Hub Found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,N,For Analysis purpose,
2025-06-20,SF0102635,RIGHT TIGHT FASTNERS PVT LTD,Bolt Broken,THAR ROXX,10,Bolt Broken,Part level ICA not possible,,N,0,0,174,0,0,0,N,N,N,For Analysis,
2025-06-25,2402AW500281A,MSKH SEATING SYSTEMS INDIA,Seat side Trim cover bolt half torque,THAR ROXX,1,Bolt found half torque,,visually check,N,10,9,0,0,1,0,N,N,Y,,2014136691.0
2025-06-27,0103AW501470N,PMEA SOLAR TECH SOLUTIONS,Slot Found Undersize . Required 7.0 Observed 6.7 to 6.8,THAR ROXX,1,Slot Found Undersize . Required 7.0 Observed 6.7 to 6.8,,100% Part Inspection.,N,700,699,0,0,1,0,N,N,Y,,2014136584.0
2025-06-27,0101BW502940N,SANJYOT METAL INDUSTRIES,Reinf Bracket orientation wrong and shfited,THAR ROXX,1,Part observed with  por rework on flange and bracket  with plug welding . Bracket orientation wrong and shfited,,100% Part Inspection.,N,70,69,1,0,1,0,N,N,Y,,2014136525.0
2025-06-27,0101BW502690N,MAHINDRA ACCELO LIMITED,Crack Observed Frt LH Corner,THAR ROXX,1,Crack Observed Frt LH Corner,,100% Part Inspection.,N,160,159,0,0,0,0,N,N,Y,,2014136555.0
2025-06-18,1203FAA00111N,JPM INDUSTRIES LIMITED,Inoperative AC knob ilumination.,THAR ROXX,1,AC Knob illumination intermittent working.,Part level ICA not possible,,N,0,0,0,0,0,0,N,N,Y,,2014136607.0
2025-06-28,1805AW500251N,NIPPON AUDIOTRONIX PRIVATE,SVS not flashing properly,THAR ROXX,1,ECU found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136652.0
2025-08-06,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE,Line mark on display,THAR ROXX,1,Audio found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136239.0
2025-07-05,0103CW500460N,TECHNICO INDUSTRIES LIMITED,Tail Door Glass Fitment Not Possible,THAR ROXX,1,Hing stud found to be fouling with glass,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136774.0
2025-07-05,0103CW500640N,TECHNICO INDUSTRIES LIMITED,Tail door fitment not possible,THAR ROXX,1,Hing stud found to be fouling with glass,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136699.0
2025-07-05,1501DAA00401N,NIPPON AUDIOTRONIX PRIVATE,USB port inopretive,THAR ROXX,1,USB port inopretive,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136830.0
2025-07-05,2401AW500701C,MSKH SEATING SYSTEMS INDIA,Wrinkles on Co-Driver seat,THAR ROXX,1,Wrinkles on Co-Driver seat,,Visually check,N,23,22,0,0,1,0,N,N,Y,,2014136914.0
2025-07-10,1701AW500091N,LUMAX INDUSTRIES LIMITED,LH head lamp DRL inoperative,THAR ROXX,1,head lamp defective,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014133047.0
2025-07-10,1701AW500111N,LUMAX INDUSTRIES LIMITED,Headlamp found inoperative,THAR ROXX,1,Headlamp found inoperative,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014136970.0
2025-07-08,2601AW500240N,MOONLIGHT AUTO PVT LTD,Wrong Sticker pasted on part.,THAR ROXX,1,Wrong Sticker pasted on part.,,Visually check,N,84,83,0,0,1,0,N,N,Y,,2014137020.0
2025-07-09,1805AW500241N,MARQUARDT INDIA PVT LTD.,Vehicle not  able to starting,THAR ROXX,1,PKE found defective,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014136896.0
2025-07-05,1901AW500011N,INTERFACE MICRO SYSTEMS,WLC DTC error,THAR ROXX,2,Wireless charger found defective.,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014125410.0
2025-07-04,1703DW500051N,UNO MINDA LIMITED LIGHTING,HMSL Inoperative,THAR ROXX,1,HMSL intermittently working.,Part level ICA not possible,,N,0,0,0,0,1,0,N,N,Y,,2014136825.0
2025-07-12,0101BW504280N,SANJYOT METAL INDUSTRIES,Embos Missing On Reinforcement Intg CRS MBR Rh.,THAR ROXX,1,Embos Missing On Reinforcement Intg CRS MBR Rh.,,100% Part Inspection.,N,112,108,4,0,0,0,N,N,Y,,2014136916.0
2025-07-09,1805AW500241N,MARQUARDT INDIA PVT LTD.,PKE flashing not possible,THAR ROXX,1,Short mould found at conection area,,Visually check,N,280,279,2,0,0,0,N,N,Y,,2014136938.0
2025-07-10,1105BAA02271N,MARQUARDT INDIA PVT LTD.,Vehicle not able to start,THAR ROXX,2,ESCL control unit found defective,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014129810.0
2025-07-10,0705AAJ00371N,LUMAX MANNOH ALLIED,Gear lever reliver knob Sticky.,THAR ROXX,1,Gear lever reliver knob Sticky.,,Manually,N,320,319,1,0,0,0,N,N,Y,,2014137050.0
2025-07-10,1503AAA02641N,NIPPON AUDIOTRONIX PRIVATE,Cracking Sound roof trim RH Speaker.,THAR ROXX,1,Speaker found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014131184.0
2025-07-11,2401AW500821C,MSKH SEATING SYSTEMS INDIA,Air bag socket missing,THAR ROXX,1,Air bag socket missing,,Visually check,N,42,41,0,0,1,0,N,N,Y,,2014137025.0
2025-07-11,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE,RH RR Speaker Not Working,THAR ROXX,1,Audio Found Defective,part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014137090.0
2025-07-11,2401AW500811C,MSKH SEATING SYSTEMS INDIA,Wrong part no sticker pasted,THAR ROXX,1,Wrong part no sticker pasted,,Visually check,N,40,39,0,0,1,0,N,N,Y,,2014137100.0
2025-07-12,2401AW500631A,MSKH SEATING SYSTEMS INDIA,Wrinkle on seat.,THAR ROXX,1,Wrinkle on seat.,,visually check,N,24,23,0,0,1,0,N,N,Y,,2014137210.0
2025-07-15,1701AW500101N,LUMAX INDUSTRIES LIMITED,RH head lamp DRL Inoperative,THAR ROXX,1,Head Lamp found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014126053.0
2025-07-17,1805AW500241N,MARQUARDT INDIA PVT LTD.,Vehicle not  able to starting,THAR ROXX,1,PKE found defective,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014136896.0
2025-07-15,1801CW502190N,ROSENBERGER INTERCONNECT,"SVS Not Working , Internal Short",THAR ROXX,1,SVS Cable found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014130257.0
2025-07-15,2401AW500811C,MSKH SEATING SYSTEMS INDIA,Wire loom visible on driver seat,THAR ROXX,1,Wire loom visible on driver seat,,Visually check,N,33,32,0,0,1,0,N,N,Y,,2014137200.0
2025-07-12,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Wrinkle On 60% Seat,THAR ROXX,1,Wrinkle On 60% Seat,,Visually check,N,31,30,0,0,1,0,N,N,Y,,2014137172.0
